id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,total,percent_of_total,percent_excluding_air
minecraft:air,49321166,49321166,49321166,49321166,49321166,49321166,49321166,49321166,49321166,49321022,49280568,48865251,47858374,46439619,44876059,43368594,41996081,40736680,39589067,38556547,37624691,36814728,36065872,35381506,34754970,34188321,33666182,33186138,32744401,32347432,31977809,31635847,31324823,31325264,31324510,31323525,31322899,31317905,31309441,31301821,31292312,31292880,31293093,31292134,31291685,31291297,31291041,31292065,31286282,31290503,31290498,31286985,31275508,31252539,31215721,31166754,31165188,34535373,37755941,40745088,43372222,45525006,47111050,48124260,48633165,48953395,49043377,49061926,49081899,49104075,49150987,49209145,49218542,49229608,49246210,49261140,49274644,49285547,49295231,49302220,49302629,49304270,49306629,49307676,49307554,49306609,49307541,49307901,49307660,49305439,49307423,49307711,49307198,49305696,49307595,49307957,49304892,49303906,49304439,49305456,49304822,49303505,49304507,49305052,49304329,49302475,49304059,49304446,49304154,49301732,49303767,49304231,49302690,49300576,49302238,49303528,49303101,49300711,49302772,49304209,49303880,49302381,49304439,49304546,49303988,49302938,49304417,49304541,53668,52158,53804,54006,53644,52327,53674,53982,53617,52277,53534,53751,53870,52504,53671,53604,38394,37597,38992,39099,38111,37578,38774,39055,38317,38155,39138,39388,39395,38691,38916,39658,14628,14284,14065,14733,14590,14509,14627,14829,14570,14756,14552,14925,14836,14697,14730,15035,893,909,909,975,980,982,882,966,968,974,768,1020,1024,1024,1024,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49305856,49305856,49305856,49305856,49305856,49305856,49305856,49305856,49305856,49305856,49305856,49305856,49305856,49305856,49305856,49305856,6368043925,89.6346246997,N/A
minecraft:end_stone,0,0,0,0,0,0,0,0,0,144,40598,455915,1462792,2881547,4445107,5952572,7348893,8608294,9755906,10788426,11720282,12530234,13279074,13963432,14589944,15156593,15678713,16158754,16600475,16997447,17367063,17709031,18028488,18028048,18028778,18029744,18030370,18035328,18043725,18051248,18060643,18060050,18059758,18060667,18061094,18061462,18061689,18060609,18065640,18061395,18061378,18064878,18076340,18099340,18136139,18185090,18186563,14813722,11587945,8589714,5949010,3778929,2174746,1144629,580631,246703,150565,128780,107924,87196,48659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,734578853,10.3397056579,99.7523520217
minecraft:chorus_plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,12,28,36,60,57,78,79,88,89,97,87,98,106,120,140,127,174,244,340,446,466,535,583,585,612,640,672,663,683,701,698,719,690,720,731,820,3486,8680,17740,30600,46626,64341,80115,93904,104627,109988,112231,110532,106248,98475,88955,77462,64632,51514,38584,27178,18033,11088,6221,3263,1568,632,249,72,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1390094,0.0195665349,0.1887682248
minecraft:chorus_flower,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,10,6,5,9,13,4,14,13,26,15,12,13,21,25,31,37,53,50,52,76,69,73,77,93,87,85,74,79,83,73,88,90,240,595,1306,2533,4053,5814,7706,9133,10616,11839,12994,13663,14311,14291,13900,12918,11035,8701,6525,4503,2758,1603,871,371,169,53,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173983,0.0024489311,0.0236260728
minecraft:purpur_block,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544,1232,434,168,830,1741,582,218,1215,2567,826,276,1634,3503,1122,374,319,1061,246,109,305,1541,556,412,947,1857,817,468,730,2605,830,524,926,2486,805,446,792,1863,1236,419,1007,2392,1095,664,1330,3048,1366,892,1191,3500,1427,859,1168,3153,1485,454,991,3248,1405,331,763,2244,376,313,841,1950,418,279,601,1980,460,228,621,1876,586,322,669,1881,656,499,507,1683,603,691,889,1498,292,203,1073,1544,609,278,1036,1236,522,230,259,826,728,77,117,410,647,88,231,324,221,19,260,100,311,14,82,221,271,7,53,52,70,6,5,1,87,8,12,6,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106738,0.0015024112,0.0144945182
minecraft:purpur_stairs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,36,12,4,354,794,264,88,460,986,330,108,534,1134,392,192,112,150,171,122,111,367,311,270,253,626,273,200,337,981,311,181,395,889,415,243,256,618,518,230,385,613,379,256,458,961,428,378,466,1173,548,362,437,1236,710,249,324,1186,594,244,308,741,182,136,311,594,175,147,260,751,220,146,188,716,302,175,180,692,300,279,189,580,231,246,323,651,137,83,384,623,133,137,359,512,150,64,88,374,330,108,60,145,209,59,123,117,108,19,106,101,137,22,65,113,67,1,33,33,40,3,3,3,53,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39616,0.0005576226,0.0053796664
minecraft:purpur_pillar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,104,128,104,68,120,136,108,76,146,168,134,141,332,394,378,218,354,407,418,224,363,404,366,268,472,556,444,330,515,599,518,329,533,644,547,286,484,546,570,295,520,571,501,321,550,605,560,277,546,661,555,232,461,533,475,211,466,545,466,212,467,508,464,193,467,520,436,203,383,476,431,188,330,413,390,224,371,392,330,217,343,389,266,199,263,321,237,174,231,263,176,139,154,223,171,155,138,153,99,93,87,109,66,60,57,67,40,30,38,41,24,9,8,12,8,4,0,4,4,4,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34801,0.0004898482,0.0047258121
minecraft:end_stone_bricks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,540,600,476,422,852,878,682,552,1019,914,681,232,112,48,24,0,88,64,64,0,152,116,116,44,384,344,309,161,458,506,449,168,291,341,301,190,172,179,110,99,355,316,257,134,499,517,468,226,615,686,637,363,692,754,632,311,413,310,242,125,235,192,117,54,266,207,177,44,287,262,253,82,291,247,266,103,247,210,236,160,321,213,180,120,384,307,221,154,298,303,173,44,125,193,166,81,44,137,116,92,58,61,50,60,53,123,73,67,49,81,62,38,17,38,25,16,0,32,26,26,0,40,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30525,0.0004296605,0.0041451514
minecraft:obsidian,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,297,297,297,288,288,288,305,279,279,280,280,254,229,229,229,204,230,204,159,159,159,140,140,114,69,95,121,26,0,0,52,26,0,0,0,26,0,0,0,0,0,0,26,0,0,26,26,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,52,0,0,0,0,0,0,26,0,0,0,14,26,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29543,0.0004158382,0.0040118004
minecraft:magenta_stained_glass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,104,96,32,68,190,172,56,149,430,391,128,48,32,16,0,0,24,24,0,0,36,36,0,12,107,103,15,33,129,129,48,21,63,97,47,22,47,38,13,20,103,95,12,32,137,129,36,35,160,192,79,54,176,213,77,31,104,88,3,31,75,37,0,19,78,59,0,13,80,79,18,15,75,79,19,19,56,66,32,37,83,48,0,32,109,77,0,43,83,59,12,5,38,56,19,0,13,44,34,6,15,18,6,13,19,25,19,3,13,22,12,3,6,9,6,0,0,6,6,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6637,0.0000934204,0.0009012734
